sqft_living,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
2560,36601,0,0,4,2560,0,1987,0
1960,2500,0,0,5,1410,550,1926,0
1110,9762,0,0,4,1110,0,1963,0
1030,4500,0,0,3,830,200,1924,2011
1350,11507,0,0,3,1350,0,1966,1963
1540,1827,0,0,3,1540,0,2005,0
1830,9600,0,0,4,1010,820,1966,0
1930,15531,0,0,3,1930,0,1979,2014
1650,9641,0,0,3,1650,0,1983,2009
3510,12905,0,2,3,2210,1300,1965,1982
3370,7920,0,3,3,1860,1510,1988,2000
2390,9157,0,0,3,2390,0,1984,0
1230,8114,0,0,4,1230,0,1951,1999
2830,213879,0,0,4,2830,0,1987,0
1620,7540,0,0,3,1310,310,1988,2000
2290,6250,0,0,5,1690,600,1940,0
2840,13367,0,0,3,1420,1420,1952,2008
4220,196817,0,0,3,4220,0,1993,0
1080,10500,0,0,3,1080,0,1967,2011
1620,8645,0,0,3,1190,430,1973,2013
4390,11600,0,3,3,3060,1330,1990,2009
1620,3975,0,0,5,940,680,1926,0
1010,11244,0,0,4,1010,0,1947,1988
1750,8476,0,0,4,1240,510,1983,0
4080,217697,0,3,3,4080,0,2000,0
2560,10400,0,0,4,1280,1280,1965,0
1120,5500,0,0,4,1120,0,1925,1968
4740,172497,0,0,3,4740,0,2003,0
1340,7788,0,2,3,1340,0,1947,2012
1590,6750,0,0,3,1590,0,1951,1994
1430,5000,0,0,4,1080,350,1919,1985
1450,8960,0,0,3,1450,0,1943,2002
3500,7200,0,0,3,3500,0,2005,0
1630,8702,0,0,3,1630,0,1987,2000
1814,5000,0,0,4,944,870,1951,1999
580,7500,0,0,3,580,0,1943,2002
1670,4572,0,0,3,1670,0,1931,0
1140,8282,0,0,3,1140,0,1924,2009
800,6380,0,2,3,800,0,1940,1996
1300,2580,0,0,5,820,480,1919,1934
2440,7155,0,0,3,2440,0,1993,0
1490,8371,0,0,3,1490,0,1984,0
1800,9550,0,0,4,1320,480,1966,0
1830,9152,0,0,5,1830,0,1959,0
1500,3920,0,0,3,1000,500,1947,2012
2210,6080,0,2,4,1410,800,1965,0
1270,1323,0,0,3,1270,0,2006,0
1140,1730,0,0,3,1010,130,2007,0
1620,1173,0,4,3,1470,150,2008,0
1220,1186,0,0,3,1220,0,2007,0
750,1430,0,0,3,750,0,2006,0
1960,9300,0,0,5,1340,620,1979,0
1370,3000,0,0,3,1370,0,1924,2011
4580,4443,1,4,3,4580,0,2004,2003
5584,68257,0,0,3,5584,0,1998,2006
1010,4320,0,0,5,1010,0,1924,1956
1260,6908,0,0,3,1260,0,1994,0
1740,5782,0,0,4,1740,0,1989,0
2670,10026,0,0,3,2670,0,1996,0
720,7200,0,0,5,720,0,1943,0
2460,4399,0,0,3,2460,0,2007,0
3670,7000,0,0,3,3670,0,2005,0
2630,3435,0,3,3,1640,990,1984,0
1570,8459,0,0,3,1570,0,1991,0
2980,28000,0,0,3,1820,1160,1981,2013
1560,4200,0,0,3,1560,0,2003,0
1620,7410,0,0,5,1620,0,1955,0
1140,5000,0,0,3,1140,0,1960,2012
2730,19877,0,0,4,1570,1160,1976,1992
2130,35169,0,0,4,2130,0,1989,0
1780,4050,0,0,3,1780,0,2001,0
2100,3916,0,0,3,2100,0,2009,0
1140,8800,0,0,3,1140,0,1972,2002
1690,9144,0,0,4,1140,550,1956,0
1160,6000,0,0,4,860,300,1942,1982
1720,6270,0,0,3,1720,0,1978,0
1210,3328,0,0,4,1210,0,1924,0
1255,1374,0,0,3,1255,0,2004,2003
880,7683,0,0,3,880,0,1942,1999
1050,9206,0,0,3,1050,0,1954,2005
1650,12940,0,0,4,1650,0,1961,2001
1570,9467,0,0,3,1570,0,1954,2005
2920,7200,0,3,3,1470,1450,1921,2006
3000,4000,0,3,3,1970,1030,1913,2014
1850,7735,0,0,4,1850,0,1983,0
1440,7741,0,0,4,1000,440,1983,0
1440,8775,0,0,3,1440,0,1973,2013
1810,12375,0,0,3,1810,0,1970,2014
1180,9350,0,0,3,1180,0,1918,0
3070,5850,0,0,5,2400,670,1927,0
3390,5211,0,0,3,3390,0,2004,2003
1470,6120,0,0,2,1470,0,1940,0
2680,7200,0,0,3,1380,1300,1952,2013
2290,10687,0,0,3,2290,0,1978,0
1980,8100,0,0,4,1310,670,1949,1985
2870,9292,0,0,3,2540,330,1979,2014
1840,4750,0,0,5,1010,830,1951,0
4060,13000,0,3,3,4060,0,2000,0
1630,8018,0,0,3,1630,0,2003,0
1880,5400,0,0,3,1880,0,1902,0
1780,13095,0,0,4,1780,0,1983,0
2330,6250,0,0,4,1400,930,1941,1998
1840,4030,0,0,5,1050,790,1925,0
2330,10750,0,0,4,1190,1140,1962,0
3200,6473,0,0,3,3200,0,2005,0
2330,1987,0,4,3,1410,920,2004,2003
1950,8868,0,0,3,1350,600,1964,2000
3080,4815,0,3,3,2300,780,1937,2009
1040,5527,0,0,3,1040,0,1951,1994
1960,3565,0,0,3,1960,0,1940,2003
2750,3800,0,0,5,1750,1000,1926,0
1930,36210,0,0,3,1930,0,1977,2004
4850,40902,0,0,3,4850,0,2001,0
1982,6406,0,0,3,1982,0,2004,2003
2640,4050,0,0,5,1750,890,1926,0
1850,50662,0,0,3,1430,420,1978,0
1940,9144,0,0,4,1430,510,1956,0
2840,7199,0,0,3,1710,1130,2003,0
1900,10226,0,0,3,1130,770,1961,2004
1410,6400,0,0,5,960,450,1955,0
2520,8515,0,0,3,2520,0,1999,0
3160,9525,0,0,3,3160,0,1997,0
3720,29043,0,0,3,3720,0,1991,0
1820,1501,0,0,3,1430,390,2014,0
1560,8640,0,0,5,1560,0,1967,0
1600,5952,0,0,4,1150,450,1964,0
1230,11502,0,0,4,1230,0,1984,0
960,8100,0,0,3,960,0,1955,2005
1270,4000,0,2,3,1270,0,1928,1954
2810,7700,0,0,3,2810,0,2001,0
2160,5581,0,0,3,2160,0,2002,0
2520,2152,0,0,3,1560,960,1925,2006
1180,844,0,0,3,990,190,2005,0
1810,4970,0,0,3,1810,0,2003,0
1680,15711,0,0,3,1240,440,1994,0
910,5250,0,0,4,910,0,1971,0
3250,5797,0,2,4,2370,880,1951,1999
2000,7294,0,0,3,1520,480,1965,1993
3790,19000,0,4,3,3790,0,1985,0
2310,78844,0,0,3,1760,550,1977,2004
2510,6339,0,2,5,1810,700,1932,2002
1320,6205,0,0,5,1320,0,1948,1985
2370,217800,0,0,3,2370,0,1979,2014
900,7500,0,0,4,900,0,1972,0
2540,7680,0,1,4,2540,0,1940,2001
2100,9288,0,0,4,1050,1050,1968,0
1200,6250,0,0,3,920,280,1943,2002
3720,15200,0,0,3,3720,0,2005,0
1760,4539,0,0,3,1760,0,1988,2000
1670,7415,0,0,3,1320,350,1987,2000
2420,8252,0,0,3,2420,0,1998,2006
3480,15185,0,0,4,3480,0,1964,0
1630,4473,0,0,3,1630,0,2003,0
2340,5600,0,0,3,2340,0,1921,2013
920,3780,0,0,3,920,0,1910,2006
910,6490,0,0,3,910,0,1942,1999
1150,4945,0,2,3,1150,0,1943,2002
2500,4774,0,2,3,1450,1050,1940,1996
3250,235063,0,2,3,3250,0,1973,2013
1930,6600,0,0,4,1030,900,1967,0
3400,234352,0,0,3,2500,900,1991,0
1590,2550,0,0,3,1590,0,1985,0
3330,7399,0,0,3,3330,0,2009,0
4590,14685,0,0,3,4590,0,2009,0
2610,7256,0,0,3,2610,0,2014,0
1658,2700,0,0,3,1658,0,2014,0
1600,1431,0,0,3,1240,360,2006,0
1296,1051,0,0,3,1296,0,2009,0
1280,835,0,0,3,1080,200,2009,0
5940,11533,0,4,3,4950,990,2004,2003
2510,5311,0,0,3,2510,0,2009,0
2710,3475,0,0,3,1650,1060,2005,0
1750,1548,0,0,3,1750,0,2013,1923
1430,19901,0,0,4,1430,0,1927,0
1660,34848,0,0,1,930,730,1933,0
1320,8865,0,0,4,1320,0,1943,0
2580,209523,0,0,3,2580,0,1984,0
2740,43101,0,0,3,2740,0,1993,0
2495,4400,0,0,3,2495,0,2007,0
2300,24773,0,0,4,2300,0,1950,1985
1300,12240,0,0,3,1300,0,1963,2008
2230,10414,0,0,5,1450,780,1974,0
2020,2750,0,0,3,1010,1010,1917,2014
2000,3800,0,0,3,2000,0,2001,0
1060,8187,0,0,4,1060,0,1952,0
2080,4800,0,0,5,1080,1000,1923,0
2030,24829,0,0,4,1220,810,1979,0
2690,7000,0,0,5,1840,850,1943,0
3240,10800,0,0,3,2260,980,1946,0
1550,12920,0,0,5,1550,0,1999,0
1480,3132,0,0,5,740,740,1910,0
3040,2800,0,0,3,2100,940,1906,2014
1560,7300,0,0,4,1040,520,1964,0
2250,3757,0,0,3,2250,0,2006,0
1100,4600,0,0,3,1100,0,1917,2009
1700,6356,0,0,3,1700,0,1907,1983
2680,28014,0,0,4,1450,1230,1963,0
800,2296,0,0,4,800,0,1908,0
1350,6315,0,0,3,1350,0,2005,0
820,7680,0,0,3,820,0,1910,2006
3160,4270,0,0,3,2650,510,2006,0
1720,28000,0,0,4,1720,0,1958,1972
1680,6755,0,0,3,1680,0,1994,0
1300,7958,0,0,3,1300,0,1996,0
2190,10370,0,0,3,2190,0,1987,2000
1720,4006,0,0,3,1720,0,1994,0
1160,11776,0,0,3,1160,0,1968,1997
3150,34830,0,0,3,3150,0,1957,2005
1210,8075,0,0,4,1210,0,1983,0
1980,5100,0,0,3,1270,710,1965,1993
2990,5669,0,0,3,2990,0,2003,0
1430,9600,0,0,4,1430,0,1966,0
2060,4030,0,0,3,2060,0,1999,0
2230,52983,0,0,3,2230,0,1991,0
3090,18645,0,0,3,3090,0,1995,0
4250,23326,0,3,3,2150,2100,1967,2011
1970,23180,1,4,3,1100,870,1937,1998
1700,3171,0,0,5,850,850,1927,0
2510,5503,0,2,3,2510,0,1995,0
3610,17580,0,4,5,2070,1540,1959,0
2980,7000,0,3,3,2140,840,1900,2014
1610,6480,0,0,4,1610,0,1947,1988
3650,6982,0,2,4,2530,1120,1951,2003
2510,38141,0,0,3,2510,0,1960,2012
1110,6000,0,0,5,1110,0,1932,2002
1650,6150,0,0,4,1650,0,1926,1993
1980,12150,0,0,3,1980,0,1994,0
880,1157,0,0,3,880,0,2007,0
1490,9800,0,0,4,1140,350,1947,1988
2520,5400,0,0,4,1410,1110,1906,1990
1820,22320,0,0,3,1250,570,1977,2004
4140,9066,0,0,3,2070,2070,1978,0
3420,8405,0,0,3,3420,0,2000,0
3150,7277,0,0,3,3150,0,2006,0
1580,7416,0,0,3,1150,430,1967,2011
1660,8281,0,0,3,1660,0,1949,1998
1100,10125,0,0,3,1100,0,1969,2010
1270,3200,0,0,4,960,310,1920,0
1450,6250,0,0,3,990,460,1964,2000
1830,9485,0,0,4,1200,630,1989,0
1300,4127,0,0,4,650,650,1918,1953
2320,5500,0,2,3,1720,600,1925,2000
1680,9545,0,0,4,1080,600,1979,0
2300,5500,0,0,4,2000,300,1921,0
1400,4000,0,0,3,870,530,1951,1994
2410,4560,0,2,5,1800,610,1929,0
1480,7480,0,0,4,1480,0,1992,0
1390,9624,0,0,4,1390,0,1954,1979
830,2699,0,0,3,830,0,1996,0
740,9003,0,0,3,740,0,1949,1998
1940,6000,0,0,5,970,970,1945,0
1340,15600,0,0,4,1340,0,1978,2000
4440,6480,0,3,5,3140,1300,1959,0
800,6240,0,0,3,800,0,1954,2005
1310,9645,0,0,3,1310,0,1979,2014
2330,4000,0,0,5,1300,1030,1924,1956
1400,1243,0,0,3,1400,0,2000,0
2360,4367,0,0,3,2360,0,2003,0
1840,5752,0,0,3,1840,0,2003,0
2680,7178,0,0,3,2680,0,2004,2003
3890,7140,0,2,3,2390,1500,1943,2007
1400,8640,0,0,5,1400,0,1968,0
2400,9701,0,0,3,2400,0,1990,2009
2920,46355,0,0,4,2920,0,1998,0
1390,1302,0,0,3,1390,0,1986,0
1680,11193,0,0,3,1680,0,1984,0
2040,8800,0,0,4,1020,1020,1961,2001
1080,4000,0,0,3,1080,0,1940,1996
2280,4280,0,0,5,1280,1000,1917,0
4490,5099,0,0,3,3390,1100,2006,0
4700,9160,0,4,3,2520,2180,2005,0
2798,4473,0,0,3,2798,0,2012,1912
2810,5400,0,0,3,2810,0,2005,0
3753,7204,0,0,3,3336,417,2008,0
3910,8095,0,0,3,3130,780,2007,0
1050,1609,0,0,3,1050,0,2005,0
1600,4300,0,0,4,1600,0,1916,0
2590,10002,0,0,4,1340,1250,1968,0
1720,9753,0,0,4,1120,600,1978,2000
4410,14034,0,2,4,2350,2060,1965,0
1590,11914,0,2,3,1090,500,1957,2000
2440,22594,0,0,3,2440,0,1996,0
1360,1016,0,0,3,1310,50,2003,0
910,7000,0,0,3,910,0,1952,2008
1390,7200,0,0,3,1140,250,1965,1993
1470,14821,0,0,4,1470,0,1958,1972
2920,9904,0,0,4,2920,0,1990,0
1950,52256,0,0,4,1950,0,1985,0
2390,4555,0,0,3,2390,0,2006,0
1270,11600,0,0,4,1270,0,1964,0
950,7560,0,0,3,950,0,1958,2004
900,423838,0,2,5,900,0,1925,0
2280,6660,0,2,3,1960,320,1940,1984
1010,5490,0,0,3,1010,0,1954,2005
1260,5000,0,0,3,1040,220,1951,1994
4730,13586,0,0,5,4270,460,1935,0
2620,21587,0,0,3,2620,0,1992,0
2330,4000,0,2,5,1520,810,1927,0
2170,2440,0,0,4,1450,720,1911,1966
2450,9488,0,0,4,1240,1210,1900,1955
1880,7632,0,0,4,1180,700,1978,2000
2300,3400,0,0,5,1550,750,1915,0
1240,14404,0,0,3,1240,0,1988,2000
820,3844,0,0,4,820,0,1916,0
1530,6375,0,0,3,1530,0,1942,1983
2900,12160,0,0,4,1890,1010,1967,0
1240,3867,0,0,3,800,440,1987,2000
4140,13392,0,0,3,4140,0,2000,0
2240,7725,0,0,5,1120,1120,1956,0
1480,5000,0,0,4,750,730,1928,0
2270,8876,0,0,3,1380,890,1977,2004
1250,6250,0,0,2,1030,220,1949,0
1930,9747,0,0,4,1020,910,1962,0
1700,7800,0,0,5,1120,580,1981,0
1590,6420,0,0,3,1590,0,1944,0
1880,10000,0,0,3,960,920,1963,2008
1640,4240,0,0,5,920,720,1921,0
2600,5085,0,0,4,1400,1200,1940,2001
710,1173,0,0,4,710,0,1943,0
6980,15682,0,4,4,5330,1650,1999,0
1460,5040,0,0,3,1100,360,1971,0
2080,9827,0,0,3,2080,0,1989,0
2630,9216,0,0,3,2630,0,2003,0
4430,21000,0,0,3,4430,0,1952,2007
2760,6850,0,0,3,2760,0,1999,0
1670,12056,0,0,3,1670,0,1955,2005
1990,4725,0,0,4,1190,800,1944,0
2600,5238,0,3,3,1890,710,1989,0
1320,1824,0,0,4,1320,0,1909,1989
2240,3800,0,0,3,1370,870,1929,0
1960,8680,0,0,4,1290,670,1959,0
2590,108900,0,0,3,1980,610,1988,2000
2620,6707,0,0,3,2620,0,2000,0
2770,9136,0,0,3,2770,0,1991,0
2110,10005,0,0,5,1110,1000,1924,1956
2290,4539,0,0,3,2290,0,2001,0
4960,6000,0,0,3,3680,1280,1909,2003
1110,26051,0,0,3,1110,0,1951,1994
3310,6166,0,0,3,3310,0,2008,0
900,8580,0,0,3,900,0,1918,0
1940,7313,0,1,4,1440,500,1960,2001
1590,7617,0,0,3,1590,0,1986,0
2930,6050,0,0,3,2930,0,2008,0
2040,22653,0,0,3,2040,0,2011,0
1000,905,0,0,3,1000,0,2006,0
1730,1229,0,2,3,1320,410,2008,0
1220,4800,0,0,3,1220,0,1901,0
3060,12095,0,0,3,3060,0,1983,2009
2910,5000,0,0,3,2910,0,2002,0
1050,5850,0,0,3,1050,0,1980,0
1560,7352,0,0,3,1560,0,1992,0
1680,3000,0,2,4,840,840,1900,1971
4140,20734,0,1,3,3300,840,1977,2005
1550,8509,0,0,3,1150,400,1959,1989
5700,20000,0,4,4,2850,2850,1977,0
2200,7278,0,0,3,2200,0,1990,2009
1740,2500,0,2,3,1210,530,1994,0
1210,9525,0,0,3,1210,0,1955,2005
4240,25639,0,3,3,3550,690,1989,0
1590,11745,0,0,3,1090,500,1978,0
3420,7200,0,3,5,1770,1650,1947,0
3190,11375,0,0,5,2210,980,1946,0
1920,5405,0,2,4,960,960,1947,1988
1340,4664,0,0,3,1340,0,2004,2003
1700,8400,0,0,3,1460,240,1947,2012
2310,3570,0,0,3,1490,820,1927,2014
1510,44000,0,0,3,1240,270,1989,0
2670,10082,0,0,3,2670,0,1987,2000
2060,8470,0,0,3,1440,620,1983,2009
2090,6000,0,0,4,2090,0,1928,0
3090,23265,0,0,3,2990,100,1957,2000
1240,1546,0,0,3,1240,0,2007,0
1860,3690,0,0,3,1860,0,2000,0
2000,7350,0,0,3,2000,0,1953,0
2500,92347,0,0,4,1500,1000,1970,0
1820,20349,0,0,5,1340,480,1977,0
1820,8058,0,0,3,1260,560,1974,0
1060,5750,0,0,3,1060,0,1981,2013
1950,9906,0,0,3,1950,0,1988,2000
940,4800,0,0,4,940,0,1911,1955
1220,3568,0,0,4,1220,0,1976,1992
4180,17935,0,0,3,4180,0,2004,2003
1200,9800,0,0,4,1200,0,1971,0
3990,18897,0,0,3,3090,900,1937,2010
1880,7560,0,0,3,940,940,1919,2001
2280,7200,0,0,3,2280,0,1994,0
2580,11000,0,0,4,1290,1290,1951,1999
2600,4674,0,0,3,1560,1040,1976,0
3150,13700,0,0,4,3150,0,1966,0
5550,28078,0,2,4,3350,2200,2000,0
2220,4000,0,0,3,1230,990,1973,2013
1730,31491,1,2,4,1730,0,1947,1988
2840,4120,0,0,4,2060,780,1931,0
2560,8780,0,0,3,2560,0,1992,0
1330,6000,0,0,4,630,700,1900,1971
1890,5202,0,0,4,1890,0,1909,1989
4290,37607,0,0,5,4290,0,1982,0
1540,54450,0,0,3,1540,0,1983,2009
2340,50233,0,0,4,1170,1170,1966,0
2180,10230,0,0,4,1090,1090,1961,2001
2780,11964,0,0,3,2780,0,2009,0
2620,6019,0,0,3,2620,0,2013,1923
3760,5000,0,0,3,2860,900,2014,0
2720,4738,0,0,3,2720,0,2012,1912
2675,40910,0,0,3,2675,0,1984,0
2080,13189,0,0,3,2080,0,1987,2000
2460,12028,0,0,3,2460,0,1996,0
1960,3480,0,0,3,1960,0,2004,2003
2550,6256,0,0,3,2550,0,1992,0
1760,1146,0,0,3,1760,0,2014,0
1620,7330,0,0,4,1090,530,1974,0
1790,12000,0,0,3,1040,750,1960,2012
3480,7232,0,0,3,2580,900,1926,2010
2780,9900,0,0,4,2780,0,1978,2000
3640,8239,0,3,3,2540,1100,1982,0
750,4000,0,0,3,750,0,1918,0
960,6634,0,0,3,960,0,1952,2008
2030,8880,0,0,3,1330,700,1963,2008
2930,5569,0,0,3,1860,1070,2004,2003
1380,1073,0,0,3,1140,240,2011,0
1720,5525,0,2,5,960,760,1941,0
1210,4800,0,0,3,1060,150,1950,2005
950,4250,0,0,5,950,0,1948,1985
1710,4234,0,0,3,1330,380,1920,1979
1410,12282,0,0,5,1410,0,1909,1988
2910,7631,0,2,3,2910,0,2006,0
2220,7064,0,0,3,2220,0,1988,2000
3160,13238,0,0,5,3160,0,1972,0
1380,4500,0,0,3,1380,0,2008,0
1760,5000,0,0,5,960,800,1920,0
730,3000,0,0,3,730,0,1911,1979
2460,5000,0,0,5,1620,840,1938,0
2160,6272,0,0,4,1390,770,1960,2001
1990,4600,0,2,4,1420,570,1932,1958
3740,39640,0,2,3,3740,0,1991,0
2710,5500,0,0,3,2710,0,1999,0
2680,7836,0,0,3,2680,0,1990,2009
1850,7560,0,0,4,1540,310,1978,2000
3190,7869,0,2,3,3190,0,2001,0
2730,5832,0,0,3,2730,0,1998,2006
1840,9990,0,0,5,1840,0,1961,0
2720,10000,0,0,3,2720,0,1987,2000
4370,8510,0,1,3,3610,760,2003,0
2290,3475,0,0,3,2290,0,2006,0
990,4802,0,0,3,990,0,1947,2012
1140,2980,0,0,3,1140,0,1988,2000
1840,4337,0,0,4,1840,0,1917,0
1110,6800,0,0,5,1000,110,1947,0
2150,9070,0,0,4,2150,0,1985,0
2230,5750,0,0,3,2230,0,2003,0
1170,6000,0,0,4,970,200,1941,1998
1960,7200,0,0,4,980,980,1940,2001
2610,9002,0,0,3,2610,0,1988,2000
2130,8721,0,0,3,1570,560,1987,2000
3020,43560,0,0,3,2720,300,1969,2010
1670,5400,0,0,5,1670,0,1912,0
1890,7004,0,0,3,1290,600,1965,1993
950,13475,0,0,3,950,0,1950,2005
2430,14400,0,0,5,1670,760,1963,0
2360,6000,0,0,5,1260,1100,1939,0
1510,8301,0,0,3,1510,0,1967,2011
2080,4828,0,0,3,2080,0,2002,0
1750,15500,0,0,3,1490,260,1982,0
1810,4064,0,0,3,1810,0,1925,2002
1790,11875,0,0,4,1490,300,1969,0
2340,11034,0,0,3,1720,620,1967,2011
1690,9626,0,0,3,1690,0,1984,0
2070,7476,0,0,3,2070,0,2003,0
2240,6396,0,0,3,2240,0,2002,0
4500,21780,0,2,3,3040,1460,1980,0
2770,39927,0,0,4,1580,1190,1978,2000
1010,7245,0,0,3,1010,0,1969,2010
1120,6900,0,0,5,1120,0,1956,0
3020,21441,0,0,4,1510,1510,1978,2000
4400,186846,0,0,4,4400,0,1993,0
1990,5650,0,1,3,1320,670,1963,2008
1450,8820,0,0,3,1050,400,1958,2004
1920,8497,0,0,3,1920,0,1998,2006
1175,1366,0,0,3,740,435,2005,0
1320,13200,0,0,3,1320,0,1970,2014
3990,3839,0,0,4,1990,2000,1962,0
1140,5720,0,0,3,850,290,1947,2012
1720,4240,0,0,4,1460,260,1925,1968
2150,9915,0,0,5,1240,910,1976,0
1790,8203,0,1,3,1790,0,1910,2006
2210,6327,0,0,3,2210,0,2003,0
2180,7519,0,0,4,1310,870,1981,0
1410,1290,0,0,3,1290,120,2004,2003
1950,3600,0,0,3,1950,0,2010,0
1495,936,0,0,3,1405,90,2006,0
1660,6000,0,0,3,1110,550,1979,2014
1950,8130,0,0,4,1950,0,1990,0
2550,5040,0,0,5,2550,0,1902,0
1370,3850,0,0,5,770,600,1911,1988
2200,4000,0,0,5,1430,770,1908,0
1250,6041,0,0,5,1250,0,1942,0
2220,8872,0,0,4,1110,1110,1961,2001
1620,4200,0,0,5,830,790,1945,0
2250,26337,0,0,3,2250,0,1980,0
1720,99916,0,0,4,1720,0,1990,0
3030,9687,0,0,3,2020,1010,1998,2006
1030,9120,0,0,3,1030,0,1961,2004
2190,4882,0,0,3,2190,0,1999,0
1440,5600,0,0,4,720,720,1942,2007
2170,9600,0,0,3,1460,710,1980,0
2930,3200,0,0,5,2130,800,1925,0
1180,9048,0,0,3,1180,0,1960,2012
2360,57514,0,0,4,2360,0,1939,1987
1660,8797,0,0,4,1660,0,1956,0
2390,9313,0,0,5,1390,1000,1942,0
1360,5120,0,0,4,910,450,1924,0
1840,3500,0,0,5,1540,300,1910,0
1800,43647,0,0,4,1800,0,1976,1992
4130,12320,0,0,3,4130,0,2001,0
2220,132858,0,0,3,1110,1110,1988,2000
3490,9680,0,4,3,2460,1030,1980,0
1830,5175,0,0,3,1830,0,2003,0
1550,4000,0,0,3,1550,0,1930,1997
2050,9000,0,0,4,2050,0,1951,1999
1230,6600,0,0,3,1130,100,1906,2014
3150,5886,0,0,3,3150,0,2014,0
3800,33825,0,0,4,3330,470,1976,1992
1350,3068,0,0,3,1350,0,1991,0
1530,8700,0,0,4,1530,0,1970,0
2290,2798,0,0,4,2290,0,1953,1983
1480,15641,0,0,4,1480,0,1940,2001
1970,10270,0,0,4,1970,0,1966,0
720,4840,0,0,4,720,0,1947,1988
1080,7236,0,0,5,1080,0,1947,0
2790,45902,0,0,3,2790,0,1987,2000
2040,7488,0,0,4,1200,840,1969,0
1320,8220,0,0,3,1320,0,1959,1989
1680,57063,0,0,4,1680,0,1989,0
2140,4923,0,0,4,1070,1070,1928,0
1660,9600,0,0,3,1380,280,1981,2013
1540,5338,0,0,5,770,770,1954,0
1880,10758,0,0,5,940,940,1952,1998
1250,15603,0,0,4,1250,0,1959,0
2120,137565,0,0,3,2120,0,1913,1983
1810,3000,0,0,4,1810,0,1903,0
2370,11172,0,0,3,2370,0,1993,0
1970,4036,0,0,4,1970,0,2003,0
2110,4099,0,0,3,2110,0,2001,0
2080,10521,0,0,3,2080,0,2004,2003
3720,12384,0,2,5,1860,1860,1970,0
1370,5125,0,0,5,1370,0,1944,0
2961,12146,0,0,3,2961,0,1998,2006
2090,12112,0,0,3,2090,0,1983,2009
2600,7210,0,0,3,2600,0,1989,0
1870,9000,0,0,3,1440,430,1978,0
2620,9873,0,0,3,2620,0,1987,2000
2430,54059,0,0,3,2430,0,1987,2000
1340,16480,0,0,4,1340,0,1968,0
1170,10621,0,0,3,1170,0,1963,2008
2000,10182,0,0,5,1400,600,1963,0
2070,12000,0,0,4,1340,730,1967,0
4590,9150,0,0,3,3490,1100,1981,2013
2550,4623,0,0,4,2550,0,1905,0
1060,9600,0,0,4,1060,0,1962,0
1220,5000,0,0,5,860,360,1921,0
1790,7203,0,0,4,1110,680,1973,0
2060,4040,0,0,4,1120,940,1947,1988
1140,1182,0,0,3,1140,0,2007,0
2870,12648,0,0,4,2870,0,1986,0
2550,33740,0,0,4,1750,800,1958,1972
2790,10125,0,0,5,2790,0,1985,0
1110,7962,0,0,3,1110,0,1962,2003
940,5375,0,0,4,940,0,1952,0
2880,18296,0,0,3,1580,1300,1958,2004
1200,4800,0,0,4,1200,0,1962,0
1030,4958,0,0,5,1030,0,1952,1998
1240,2689,0,0,3,1240,0,1986,0
1200,9566,0,0,3,1200,0,1995,0
2780,4002,0,0,3,2780,0,2009,0
1765,7652,0,0,3,1765,0,1996,0
1960,14242,0,1,4,1290,670,1958,1972
2680,11214,0,0,3,2680,0,2006,0
1410,7622,0,0,4,1410,0,1983,0
2240,3712,0,0,3,2240,0,2014,0
3120,7644,0,0,3,3120,0,2010,0
1450,4706,0,0,3,1450,0,2009,0
2340,5002,0,0,3,2340,0,2013,1923
2481,4045,0,0,3,2481,0,2014,0
1530,1602,0,0,3,1140,390,2013,1923
1250,7500,0,0,5,1250,0,1942,0
560,12120,0,0,3,560,0,1967,2011
2200,7475,0,0,5,1100,1100,1955,0
1460,10584,0,0,3,990,470,1997,0
1650,9380,0,0,5,1130,520,1978,0
3200,17204,0,0,3,2160,1040,1952,2008
2560,41346,0,0,3,2560,0,1986,0
2080,4252,0,0,3,1550,530,2003,0
1070,7140,0,0,3,1070,0,1989,0
2190,12626,0,0,4,2190,0,1978,2000
2060,15837,0,0,3,2060,0,1903,2005
2640,8000,0,3,4,1320,1320,1960,2001
1720,8755,0,0,3,1000,720,1983,2009
3880,13885,0,3,4,2540,1340,1979,0
960,4920,0,0,3,960,0,1942,1999
2340,59058,0,0,3,2340,0,1985,0
2660,13367,0,2,3,2660,0,1992,0
2090,4725,0,0,3,1610,480,1947,2013
1820,4910,0,0,3,1820,0,1993,0
2310,8030,0,0,3,2310,0,1978,0
920,14400,0,0,4,920,0,1977,0
790,13062,0,0,3,790,0,1942,1999
1500,6800,0,0,4,910,590,1942,1982
1240,11108,0,0,4,1240,0,1952,0
2730,36183,0,0,3,2730,0,1986,0
1170,11000,0,0,2,1170,0,1980,0
3410,9088,0,3,3,2760,650,1912,1994
2700,9320,0,0,4,2700,0,1994,0
1650,7800,0,0,3,1650,0,1968,1997
670,2378,0,0,3,670,0,1919,2001
1670,7757,0,0,3,1670,0,1992,0
1530,10731,0,0,3,1530,0,1986,0
1500,7615,0,0,3,1150,350,1984,0
1720,7200,0,0,3,1220,500,1974,0
2920,11440,0,0,3,2920,0,2003,0
910,4500,0,0,3,910,0,1948,1994
1050,4160,0,0,4,1050,0,1925,1968
1540,7800,0,0,3,1540,0,2004,2003
1210,7440,0,0,3,1210,0,1949,1998
