date,street,city,statezip,country
2014-06-09 00:00:00,32835 38th Ct SW,Federal Way,WA 98023,USA
2014-06-09 00:00:00,11331 19th Ave NE,Seattle,WA 98125,USA
2014-06-09 00:00:00,9817 26th Ave SW,Seattle,WA 98106,USA
2014-06-09 00:00:00,14008 SE 45th Ct,Bellevue,WA 98006,USA
2014-06-09 00:00:00,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA
2014-06-09 00:00:00,33823 SE Odell St,Snoqualmie,WA 98065,USA
2014-06-09 00:00:00,31720 NE 123rd St,Duvall,WA 98019,USA
2014-06-09 00:00:00,2022 123rd Ave SE,Bellevue,WA 98005,USA
2014-06-09 00:00:00,21601-21799 NE 175th St,Woodinville,WA 98077,USA
2014-06-09 00:00:00,13726-13736 8th Ave SW,Burien,WA 98166,USA
2014-06-09 00:00:00,6008 14th Ave NW,Seattle,WA 98107,USA
2014-06-09 00:00:00,1706 251st Pl SE,Sammamish,WA 98075,USA
2014-06-09 00:00:00,3704 NE 14th St,Renton,WA 98056,USA
2014-06-09 00:00:00,6006 41st Ave SW,Seattle,WA 98136,USA
2014-06-09 00:00:00,11303 146th Ave SE,Renton,WA 98059,USA
2014-06-09 00:00:00,1718-1748 21st Ave S,Seattle,WA 98144,USA
2014-06-09 00:00:00,2803 SW Bataan St,Seattle,WA 98126,USA
2014-06-09 00:00:00,2202 SW Elmgrove St,Seattle,WA 98106,USA
2014-06-10 00:00:00,12042 38th Ave NE,Seattle,WA 98125,USA
2014-06-10 00:00:00,4143 118th Ave NE,Kirkland,WA 98033,USA
2014-06-10 00:00:00,1306 236th Pl NE,Sammamish,WA 98074,USA
2014-06-10 00:00:00,18035 SE 262nd Pl,Covington,WA 98042,USA
2014-06-10 00:00:00,7617 245th Way NE,Redmond,WA 98053,USA
2014-06-10 00:00:00,12108 SE 218th Pl,Kent,WA 98031,USA
2014-06-10 00:00:00,7024 SE 20th St,Mercer Island,WA 98040,USA
2014-06-10 00:00:00,7743 27th Ave NW,Seattle,WA 98117,USA
2014-06-10 00:00:00,2714 NE 4th Ct,Renton,WA 98056,USA
2014-06-10 00:00:00,7735 27th Ave NW,Seattle,WA 98117,USA
2014-06-10 00:00:00,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
2014-06-10 00:00:00,2125 NE 6th Cir,Renton,WA 98056,USA
2014-06-10 00:00:00,2565-2599 3rd Ave W,Seattle,WA 98119,USA
2014-06-10 00:00:00,5011 NE 180th St,Lake Forest Park,WA 98155,USA
2014-06-10 00:00:00,416 SW 130th St,Burien,WA 98146,USA
2014-06-10 00:00:00,4507 Linden Ave N,Seattle,WA 98103,USA
2014-06-10 00:00:00,4309 327th Pl SE,Fall City,WA 98024,USA
2014-06-10 00:00:00,16000-16098 15th Ave NE,Shoreline,WA 98155,USA
2014-06-10 00:00:00,729 23rd Ave,Seattle,WA 98122,USA
2014-06-10 00:00:00,5050-5132 Foster Ave SE,Auburn,WA 98092,USA
2014-06-10 00:00:00,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,USA
2014-06-10 00:00:00,4618 NE 22nd Pl,Renton,WA 98059,USA
2014-06-10 00:00:00,17404 94th Ave SW,Vashon,WA 98070,USA
2014-06-10 00:00:00,1006 N 5th St,Renton,WA 98057,USA
2014-06-10 00:00:00,115 NW 132nd St,Seattle,WA 98177,USA
2014-06-10 00:00:00,4056 S 151st St,Tukwila,WA 98188,USA
2014-06-10 00:00:00,4007 48th Ave NE,Seattle,WA 98105,USA
2014-06-10 00:00:00,26529 161st Ave SE,Covington,WA 98042,USA
2014-06-10 00:00:00,5319 NE 201st Pl,Lake Forest Park,WA 98155,USA
2014-06-10 00:00:00,3911 147th Ave SE,Bellevue,WA 98006,USA
2014-06-10 00:00:00,2651 230th Ave SE,Sammamish,WA 98075,USA
2014-06-10 00:00:00,3149 35th Ave S,Seattle,WA 98144,USA
2014-06-10 00:00:00,13240 Occidental Ave S,Burien,WA 98168,USA
2014-06-10 00:00:00,4115 NE 62nd St,Seattle,WA 98115,USA
2014-06-10 00:00:00,31716 6th Ave S,Federal Way,WA 98003,USA
2014-06-10 00:00:00,5237 Martin Luther King Jr Way S,Seattle,WA 98118,USA
2014-06-10 00:00:00,12033 SE 223rd Dr,Kent,WA 98031,USA
2014-06-10 00:00:00,3010 S Holden St,Seattle,WA 98108,USA
2014-06-10 00:00:00,236 NW 176th Pl,Shoreline,WA 98177,USA
2014-06-10 00:00:00,637 NW 74th St,Seattle,WA 98117,USA
2014-06-10 00:00:00,15923 Vashon Hwy SW,Vashon,WA 98070,USA
2014-06-10 00:00:00,3301 20th St SE,Auburn,WA 98092,USA
2014-06-10 00:00:00,4814 University View Pl NE,Seattle,WA 98105,USA
2014-06-10 00:00:00,9507 Ashworth Ave N,Seattle,WA 98103,USA
2014-06-10 00:00:00,3242 15th Ave S,Seattle,WA 98144,USA
2014-06-10 00:00:00,3005 NE 194th St,Lake Forest Park,WA 98155,USA
2014-06-10 00:00:00,5355 84th Pl SE,Mercer Island,WA 98040,USA
2014-06-10 00:00:00,4836 S Findlay St,Seattle,WA 98118,USA
2014-06-10 00:00:00,9813 NE 140th St,Kirkland,WA 98034,USA
2014-06-10 00:00:00,8230 NE 125th Ct,Kirkland,WA 98034,USA
2014-06-10 00:00:00,475 S 190th St,Burien,WA 98148,USA
2014-06-10 00:00:00,7014 NE 139th St,Kirkland,WA 98034,USA
2014-06-10 00:00:00,2314 Blaine Ave NE,Renton,WA 98056,USA
2014-06-10 00:00:00,1919 Fairmount Ave SW,Seattle,WA 98126,USA
2014-06-10 00:00:00,2109 N 161st Pl,Shoreline,WA 98133,USA
2014-06-10 00:00:00,12526 SE 232nd St,Kent,WA 98031,USA
2014-06-10 00:00:00,19223 89th Ave NE,Bothell,WA 98011,USA
2014-06-10 00:00:00,11049 Sand Point Way NE,Seattle,WA 98125,USA
2014-06-10 00:00:00,2469 132nd Ave SE,Bellevue,WA 98005,USA
2014-06-10 00:00:00,11034 NE 26th Pl,Bellevue,WA 98004,USA
2014-06-10 00:00:00,27019 15th Ave S,Des Moines,WA 98198,USA
2014-06-10 00:00:00,8833 14th Ave SW,Seattle,WA 98106,USA
2014-06-10 00:00:00,3763 SW Hinds St,Seattle,WA 98126,USA
2014-06-10 00:00:00,10237 NE 64th St,Kirkland,WA 98033,USA
2014-06-10 00:00:00,27520 SE 28th Ct,Sammamish,WA 98075,USA
2014-06-10 00:00:00,4792-4798 281st Ave NE,Redmond,WA 98053,USA
2014-06-10 00:00:00,6811 51st Ave S,Seattle,WA 98118,USA
2014-06-10 00:00:00,15562 9th Ave NE,Shoreline,WA 98155,USA
2014-06-10 00:00:00,4040 134th Ave SE,Bellevue,WA 98006,USA
2014-06-10 00:00:00,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
2014-06-10 00:00:00,810 5th St,Kirkland,WA 98033,USA
2014-06-10 00:00:00,1633 N 192nd St,Shoreline,WA 98133,USA
2014-06-10 00:00:00,17602 197th Pl NE,Woodinville,WA 98077,USA
2014-06-10 00:00:00,7328 12th Ave NW,Seattle,WA 98117,USA
2014-06-10 00:00:00,4251 NE 125th St,Seattle,WA 98125,USA
2014-06-10 00:00:00,3307 NE 7th St,Renton,WA 98056,USA
2014-06-10 00:00:00,34021 40th Ave S,Auburn,WA 98001,USA
2014-06-10 00:00:00,7526 Jones Ave NW,Seattle,WA 98117,USA
2014-06-10 00:00:00,7510 45th Ave SW,Seattle,WA 98136,USA
2014-06-10 00:00:00,9808 NE 204th Pl,Bothell,WA 98011,USA
2014-06-10 00:00:00,10500-10598 NE 168th St,Bothell,WA 98011,USA
2014-06-10 00:00:00,24718 SE Mirrormont Dr,Issaquah,WA 98027,USA
2014-06-10 00:00:00,1006 S 286th Pl,Federal Way,WA 98003,USA
2014-06-10 00:00:00,6729 Earl Ave NW,Seattle,WA 98117,USA
2014-06-10 00:00:00,6478 167th Ln SE,Bellevue,WA 98006,USA
2014-06-10 00:00:00,34809 SE Garden Ct,Snoqualmie,WA 98065,USA
2014-06-10 00:00:00,1235 Market St,Kirkland,WA 98033,USA
2014-06-10 00:00:00,2008 Yale Ave E,Seattle,WA 98102,USA
2014-06-10 00:00:00,1030 SE 10th St,North Bend,WA 98045,USA
2014-06-10 00:00:00,2411 57th St SE,Auburn,WA 98092,USA
2014-06-10 00:00:00,407 Kitsap Ave NE,Renton,WA 98059,USA
2014-06-10 00:00:00,2358 Fairview Ave E,Seattle,WA 98102,USA
2014-06-11 00:00:00,2505 Boyer Ave E,Seattle,WA 98102,USA
2014-06-11 00:00:00,2320 N 161st St,Shoreline,WA 98133,USA
2014-06-11 00:00:00,8605 169th Ct NE,Redmond,WA 98052,USA
2014-06-11 00:00:00,7734 39th Ave NE,Seattle,WA 98115,USA
2014-06-11 00:00:00,428 Orchard Ave NE,North Bend,WA 98045,USA
2014-06-11 00:00:00,2052 S 132nd St,SeaTac,WA 98168,USA
2014-06-11 00:00:00,1206 SW 349th St,Federal Way,WA 98023,USA
2014-06-11 00:00:00,321 Hardie Ave NW,Renton,WA 98057,USA
2014-06-11 00:00:00,3907 S Edmunds St,Seattle,WA 98118,USA
2014-06-11 00:00:00,915 N 1st St,Renton,WA 98057,USA
2014-06-11 00:00:00,4746 Thackeray Pl NE,Seattle,WA 98105,USA
2014-06-11 00:00:00,2514 E Denny Way,Seattle,WA 98122,USA
2014-06-11 00:00:00,43404 SE 76th St,Snoqualmie,WA 98065,USA
2014-06-11 00:00:00,1422 33rd Ave S,Seattle,WA 98144,USA
2014-06-11 00:00:00,4442 95th Ave NE,Bellevue,WA 98004,USA
2014-06-11 00:00:00,15550 NE 60th St,Redmond,WA 98052,USA
2014-06-11 00:00:00,7327 33rd Ave S,Seattle,WA 98118,USA
2014-06-11 00:00:00,24134 SE 20th St,Sammamish,WA 98075,USA
2014-06-11 00:00:00,10102 33rd Ave SW,Seattle,WA 98146,USA
2014-06-11 00:00:00,1923 46th Ave SW,Seattle,WA 98116,USA
2014-06-11 00:00:00,136 N 101st St,Seattle,WA 98133,USA
2014-06-11 00:00:00,2537 11th Ave W,Seattle,WA 98119,USA
2014-06-11 00:00:00,15736 NE 134th St,Redmond,WA 98052,USA
2014-06-11 00:00:00,751 Redmond Ave NE,Renton,WA 98056,USA
2014-06-11 00:00:00,10026 61st Ave S,Seattle,WA 98178,USA
2014-06-11 00:00:00,21404 SE 19th St,Sammamish,WA 98075,USA
2014-06-11 00:00:00,22618 NE 143rd Ct,Woodinville,WA 98077,USA
2014-06-11 00:00:00,15043 Densmore Ave N,Shoreline,WA 98133,USA
2014-06-11 00:00:00,18905 240th Ave NE,Woodinville,WA 98077,USA
2014-06-11 00:00:00,13303 SE 227th St,Kent,WA 98042,USA
2014-06-11 00:00:00,28515 SE 228th St,Maple Valley,WA 98038,USA
2014-06-11 00:00:00,14128 W Lake Kathleen Dr SE,Renton,WA 98059,USA
2014-06-11 00:00:00,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA
2014-06-11 00:00:00,15201 93rd Pl NE,Bothell,WA 98011,USA
2014-06-11 00:00:00,5334-5394 134th Ave SE,Bellevue,WA 98006,USA
2014-06-11 00:00:00,3107 37th Pl S,Seattle,WA 98144,USA
2014-06-11 00:00:00,3843 NE 113th St,Seattle,WA 98125,USA
2014-06-11 00:00:00,4052 SW Myrtle St,Seattle,WA 98136,USA
2014-06-11 00:00:00,3613 Gilman Ave W,Seattle,WA 98199,USA
2014-06-11 00:00:00,5055 NE 23rd St,Renton,WA 98059,USA
2014-06-11 00:00:00,20532 SE 159th St,Renton,WA 98059,USA
2014-06-11 00:00:00,12537 41st Ave NE,Seattle,WA 98125,USA
2014-06-11 00:00:00,10424 12th Ave NE,Seattle,WA 98125,USA
2014-06-11 00:00:00,10050 11th Ave NW,Seattle,WA 98177,USA
2014-06-11 00:00:00,13528 SE 333rd Pl,Auburn,WA 98092,USA
2014-06-11 00:00:00,6003 Lanham Pl SW,Seattle,WA 98126,USA
2014-06-11 00:00:00,9854 25th Ave SW,Seattle,WA 98106,USA
2014-06-11 00:00:00,209 NW 73rd St,Seattle,WA 98117,USA
2014-06-11 00:00:00,720 N 95th St,Seattle,WA 98103,USA
2014-06-11 00:00:00,43712 SE 150th St,North Bend,WA 98045,USA
2014-06-11 00:00:00,32739 47th Ave SW,Federal Way,WA 98023,USA
2014-06-11 00:00:00,6815 26th Ave NE,Seattle,WA 98115,USA
2014-06-11 00:00:00,1801 193rd Ave SE,Sammamish,WA 98075,USA
2014-06-11 00:00:00,26712 186th Ave SE,Covington,WA 98042,USA
2014-06-11 00:00:00,32927 143rd Ct SE,Auburn,WA 98092,USA
2014-06-11 00:00:00,4415 29th Ave W,Seattle,WA 98199,USA
2014-06-11 00:00:00,1291 NW Elford Dr,Seattle,WA 98177,USA
2014-06-11 00:00:00,12231 14th Ave S,Seattle,WA 98168,USA
2014-06-11 00:00:00,315 F St SE,Auburn,WA 98002,USA
2014-06-11 00:00:00,13319 1st Ave NE,Seattle,WA 98125,USA
2014-06-11 00:00:00,1118 U St NW,Auburn,WA 98001,USA
2014-06-11 00:00:00,5564 169th Pl SE,Bellevue,WA 98006,USA
2014-06-11 00:00:00,3720 35th Ave SW,Seattle,WA 98126,USA
2014-06-11 00:00:00,12711 37th Ave NE,Seattle,WA 98125,USA
2014-06-11 00:00:00,9716 4th Ave NW,Seattle,WA 98117,USA
2014-06-11 00:00:00,2411-2499 E Roy St,Seattle,WA 98112,USA
2014-06-11 00:00:00,1755 268th Pl SE,Sammamish,WA 98075,USA
2014-06-11 00:00:00,16135 Densmore Ave N,Shoreline,WA 98133,USA
2014-06-11 00:00:00,19199 NE 43rd Ct,Sammamish,WA 98074,USA
2014-06-11 00:00:00,8044 14th Avenue Northeast,Seattle,WA 98115,USA
2014-06-11 00:00:00,4854 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-11 00:00:00,20645 SE 123rd St,Issaquah,WA 98027,USA
2014-06-11 00:00:00,540 33rd Ave S,Seattle,WA 98144,USA
2014-06-11 00:00:00,1501 33rd Ave S,Seattle,WA 98144,USA
2014-06-11 00:00:00,28 M St NE,Auburn,WA 98002,USA
2014-06-11 00:00:00,5006 Highland Dr SE,Auburn,WA 98092,USA
2014-06-11 00:00:00,13406 423rd Ave SE,North Bend,WA 98045,USA
2014-06-11 00:00:00,769 N 74th St,Seattle,WA 98103,USA
2014-06-11 00:00:00,2358 Fairview Ave E,Seattle,WA 98102,USA
2014-06-11 00:00:00,8816 Venn Ave SE,Snoqualmie,WA 98065,USA
2014-06-11 00:00:00,10217 Aurora Ave N,Seattle,WA 98133,USA
2014-06-11 00:00:00,2009 25th Ave NE,Issaquah,WA 98029,USA
2014-06-11 00:00:00,564 Field Pl NE,Renton,WA 98059,USA
2014-06-11 00:00:00,8050 14th Ave NW,Seattle,WA 98117,USA
2014-06-11 00:00:00,33800-33998 12th Pl SW,Federal Way,WA 98023,USA
2014-06-12 00:00:00,2154-2398 94th Ave NE,Clyde Hill,WA 98004,USA
2014-06-12 00:00:00,19851 NE Redmond Rd,Redmond,WA 98053,USA
2014-06-12 00:00:00,21132 NE 42nd St,Sammamish,WA 98074,USA
2014-06-12 00:00:00,540 Raymond Pl NW,Renton,WA 98057,USA
2014-06-12 00:00:00,619 9th Ave,Kirkland,WA 98033,USA
2014-06-12 00:00:00,8600-8604 NW 5th St,Renton,WA 98057,USA
2014-06-12 00:00:00,20028 18th Ave NW,Shoreline,WA 98177,USA
2014-06-12 00:00:00,173 37th Ave E,Seattle,WA 98112,USA
2014-06-12 00:00:00,814 E Howe St,Seattle,WA 98102,USA
2014-06-12 00:00:00,4726 S Orcas St,Seattle,WA 98118,USA
2014-06-12 00:00:00,539 145th Ave SE,Bellevue,WA 98007,USA
2014-06-12 00:00:00,6466 195th Pl NE,Redmond,WA 98052,USA
2014-06-12 00:00:00,9108 40th Ave SW,Seattle,WA 98136,USA
2014-06-12 00:00:00,3322 261st Pl SE,Enumclaw,WA 98022,USA
2014-06-12 00:00:00,19454 SE 27th Pl,Sammamish,WA 98075,USA
2014-06-12 00:00:00,29742 129th Pl SE,Auburn,WA 98092,USA
2014-06-12 00:00:00,2107 NE 55th St,Seattle,WA 98105,USA
2014-06-12 00:00:00,3009 229th Pl NE,Sammamish,WA 98074,USA
2014-06-12 00:00:00,13304 69th Ave NE,Kirkland,WA 98034,USA
2014-06-12 00:00:00,10635 SE 196th St,Renton,WA 98055,USA
2014-06-12 00:00:00,32113 112th Pl SE,Auburn,WA 98092,USA
2014-06-12 00:00:00,8244 40th Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,2637 22nd Ave W,Seattle,WA 98199,USA
2014-06-12 00:00:00,1115 NE 168th St,Shoreline,WA 98155,USA
2014-06-12 00:00:00,4810 109th Ave NE,Kirkland,WA 98033,USA
2014-06-12 00:00:00,12034 SE 252 Pl,Kent,WA 98030,USA
2014-06-12 00:00:00,513 N 46th St,Seattle,WA 98103,USA
2014-06-12 00:00:00,2002 28th Ave W,Seattle,WA 98199,USA
2014-06-12 00:00:00,1517 17th Ave S,Seattle,WA 98144,USA
2014-06-12 00:00:00,25923 13th Ave S,Des Moines,WA 98198,USA
2014-06-12 00:00:00,306 NW 82nd St,Seattle,WA 98117,USA
2014-06-12 00:00:00,33818 35th Ave SW,Federal Way,WA 98023,USA
2014-06-12 00:00:00,7344 50th Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,5726 28th Ave NE,Seattle,WA 98105,USA
2014-06-12 00:00:00,4809 Mill Pond Loop,Auburn,WA 98092,USA
2014-06-12 00:00:00,7006 46th Ave SW,Seattle,WA 98136,USA
2014-06-12 00:00:00,7435 245th Way NE,Redmond,WA 98053,USA
2014-06-12 00:00:00,7215 NE 119th Pl,Kirkland,WA 98034,USA
2014-06-12 00:00:00,6444 Carleton Ave S,Seattle,WA 98108,USA
2014-06-12 00:00:00,11739 4th Ave NW,Seattle,WA 98177,USA
2014-06-12 00:00:00,4324 NE 56th St,Seattle,WA 98105,USA
2014-06-12 00:00:00,10734 Whitman Ave N,Seattle,WA 98133,USA
2014-06-12 00:00:00,7490 85th Ave SE,Mercer Island,WA 98040,USA
2014-06-12 00:00:00,2215 E Miller St,Seattle,WA 98112,USA
2014-06-12 00:00:00,20709 SE 4th St,Sammamish,WA 98074,USA
2014-06-12 00:00:00,5811 NE 6th St,Renton,WA 98059,USA
2014-06-12 00:00:00,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA
2014-06-12 00:00:00,3441 NW 59th St,Seattle,WA 98107,USA
2014-06-12 00:00:00,17435 SE 329th St,Auburn,WA 98092,USA
2014-06-12 00:00:00,16915 SE 325th Pl,Auburn,WA 98092,USA
2014-06-12 00:00:00,4304 NE 7th St,Renton,WA 98059,USA
2014-06-12 00:00:00,15102 91st Pl NE,Bothell,WA 98011,USA
2014-06-12 00:00:00,5625 SW Orleans St,Seattle,WA 98116,USA
2014-06-12 00:00:00,6343 23rd Ave SW,Seattle,WA 98106,USA
2014-06-12 00:00:00,27231 8th Ave S,Des Moines,WA 98198,USA
2014-06-12 00:00:00,3907 48th Ave NE,Seattle,WA 98105,USA
2014-06-12 00:00:00,633 N 138th St,Seattle,WA 98133,USA
2014-06-12 00:00:00,531 SW 181st St,Normandy Park,WA 98166,USA
2014-06-12 00:00:00,12220 Phinney Ave N,Seattle,WA 98133,USA
2014-06-12 00:00:00,5550 17th Ave S,Seattle,WA 98108,USA
2014-06-12 00:00:00,6040 164th Ave SE,Bellevue,WA 98006,USA
2014-06-12 00:00:00,11034 NE 26th Pl,Bellevue,WA 98004,USA
2014-06-12 00:00:00,21620 SE 283rd St,Maple Valley,WA 98038,USA
2014-06-12 00:00:00,512 47th St SE,Auburn,WA 98092,USA
2014-06-12 00:00:00,2037 Larchmount Dr NE,Issaquah,WA 98029,USA
2014-06-12 00:00:00,6326 21st Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,743 N 80th St,Seattle,WA 98103,USA
2014-06-12 00:00:00,13314 NE 104th St,Kirkland,WA 98033,USA
2014-06-12 00:00:00,17129 NE 95th St,Redmond,WA 98052,USA
2014-06-12 00:00:00,11644 SE 163rd St,Renton,WA 98058,USA
2014-06-12 00:00:00,325 NW 48th St,Seattle,WA 98107,USA
2014-06-12 00:00:00,7542 42nd Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,816 Martin Luther King Jr Way,Seattle,WA 98122,USA
2014-06-12 00:00:00,11718 SE 203rd St,Kent,WA 98031,USA
2014-06-12 00:00:00,13524 22nd Ave NE,Seattle,WA 98125,USA
2014-06-12 00:00:00,15118 119th Ave NE,Kirkland,WA 98034,USA
2014-06-12 00:00:00,9404 Linden Ave N,Seattle,WA 98103,USA
2014-06-12 00:00:00,16416 NE 40th St,Redmond,WA 98052,USA
2014-06-12 00:00:00,5338 15th Ave S,Seattle,WA 98108,USA
2014-06-12 00:00:00,1474-1476 29th Pl NE,Issaquah,WA 98029,USA
2014-06-12 00:00:00,2277 NW Hidden Ln,Issaquah,WA 98027,USA
2014-06-13 00:00:00,512 N 65th St,Seattle,WA 98103,USA
2014-06-13 00:00:00,11611 106th Ave NE,Kirkland,WA 98034,USA
2014-06-13 00:00:00,1571 237th Ct NE,Sammamish,WA 98074,USA
2014-06-13 00:00:00,24429 12th Ave S,Des Moines,WA 98198,USA
2014-06-13 00:00:00,12129 SE 277th Pl,Kent,WA 98030,USA
2014-06-13 00:00:00,8016 Meridian Ave N,Seattle,WA 98103,USA
2014-06-13 00:00:00,7339 46th Ave S,Seattle,WA 98118,USA
2014-06-13 00:00:00,13008 23rd Ave S,SeaTac,WA 98168,USA
2014-06-13 00:00:00,12810 440th Pl SE,North Bend,WA 98045,USA
2014-06-13 00:00:00,3037 NE 205th St,Lake Forest Park,WA 98155,USA
2014-06-13 00:00:00,16225 10th Ave NE,Shoreline,WA 98155,USA
2014-06-13 00:00:00,307 NW 87th St,Seattle,WA 98117,USA
2014-06-13 00:00:00,2622 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA
2014-06-13 00:00:00,14450 105th Ct NE,Kirkland,WA 98034,USA
2014-06-13 00:00:00,5700-5798 Wallingford Ave N,Seattle,WA 98103,USA
2014-06-13 00:00:00,3704 W Lawton St,Seattle,WA 98199,USA
2014-06-13 00:00:00,1024 15th Ave E,Seattle,WA 98112,USA
2014-06-13 00:00:00,13002 23rd Ave S,SeaTac,WA 98168,USA
2014-06-13 00:00:00,611 N 46th St,Seattle,WA 98103,USA
2014-06-13 00:00:00,14523 NE 169th St,Woodinville,WA 98072,USA
2014-06-13 00:00:00,12235 SE 259th Pl,Kent,WA 98030,USA
2014-06-13 00:00:00,33601-33799 35th Ave SW,Federal Way,WA 98023,USA
2014-06-13 00:00:00,8528 NE 142nd St,Kirkland,WA 98034,USA
2014-06-13 00:00:00,18534 186th Pl NE,Woodinville,WA 98077,USA
2014-06-13 00:00:00,12015 75th Ave S,Seattle,WA 98178,USA
2014-06-13 00:00:00,14404 SE 216th St,Kent,WA 98042,USA
2014-06-13 00:00:00,33336-33412 E Lake Holm Dr SE,Auburn,WA 98092,USA
2014-06-13 00:00:00,111 NW 53rd St,Seattle,WA 98107,USA
2014-06-13 00:00:00,2107 Davis Ave S,Renton,WA 98055,USA
2014-06-13 00:00:00,2025 W St NW,Auburn,WA 98001,USA
2014-06-13 00:00:00,6701 81st Ave SE,Mercer Island,WA 98040,USA
2014-06-13 00:00:00,5127 NE 4th Pl,Renton,WA 98059,USA
2014-06-13 00:00:00,14001 28th Ave NE,Seattle,WA 98125,USA
2014-06-13 00:00:00,1227 243rd Ave NE,Sammamish,WA 98074,USA
2014-06-13 00:00:00,10326 216th Ct NE,Redmond,WA 98053,USA
2014-06-13 00:00:00,7-19 210th Pl NE,Sammamish,WA 98074,USA
2014-06-13 00:00:00,5445 17th Ave SW,Seattle,WA 98106,USA
2014-06-13 00:00:00,3419 241st Pl SE,Issaquah,WA 98029,USA
2014-06-13 00:00:00,24025 SE 42nd St,Issaquah,WA 98029,USA
2014-06-13 00:00:00,7027 S 125th St,Seattle,WA 98178,USA
2014-06-13 00:00:00,2415 209th Ave NE,Sammamish,WA 98074,USA
2014-06-13 00:00:00,21661 SE 265th Way,Maple Valley,WA 98038,USA
2014-06-13 00:00:00,9326 SW 216th St,Vashon,WA 98070,USA
2014-06-13 00:00:00,9340 Mercerwood Dr,Mercer Island,WA 98040,USA
2014-06-13 00:00:00,2807 E Aloha St,Seattle,WA 98112,USA
2014-06-13 00:00:00,2221 SW 154th St,Burien,WA 98166,USA
2014-06-13 00:00:00,26300-26398 124th Ave SE,Kent,WA 98030,USA
2014-06-13 00:00:00,9226 36th Ave SW,Seattle,WA 98126,USA
2014-06-13 00:00:00,22013 NE 18th St,Sammamish,WA 98074,USA
2014-06-13 00:00:00,14114 SE 198th St,Renton,WA 98058,USA
2014-06-13 00:00:00,12849 Shorecrest Dr SW,Burien,WA 98146,USA
2014-06-13 00:00:00,9827 47th Ave SW,Seattle,WA 98136,USA
2014-06-13 00:00:00,17029 106th Ave SE,Renton,WA 98055,USA
2014-06-13 00:00:00,14404 NE 11th Pl,Bellevue,WA 98007,USA
2014-06-13 00:00:00,17422 NE 28th St,Redmond,WA 98052,USA
2014-06-13 00:00:00,10559 Evanston Ave N,Seattle,WA 98133,USA
2014-06-13 00:00:00,1310 22nd St SE,Auburn,WA 98002,USA
2014-06-13 00:00:00,18401 17th Ave NW,Shoreline,WA 98177,USA
2014-06-13 00:00:00,4536 42nd Ave SW,Seattle,WA 98116,USA
2014-06-13 00:00:00,20324 194th Pl NE,Woodinville,WA 98077,USA
2014-06-13 00:00:00,4432 30th Ave W,Seattle,WA 98199,USA
2014-06-13 00:00:00,3406 60th Ave SW,Seattle,WA 98116,USA
2014-06-13 00:00:00,308 Prospect St,Seattle,WA 98109,USA
2014-06-13 00:00:00,8018 Wallingford Ave N,Seattle,WA 98103,USA
2014-06-13 00:00:00,123 NW 78th St,Seattle,WA 98117,USA
2014-06-13 00:00:00,3959 S Ferdinand St,Seattle,WA 98118,USA
2014-06-13 00:00:00,18438 SE 135th St,Renton,WA 98059,USA
2014-06-13 00:00:00,7736 38th Ave SW,Seattle,WA 98126,USA
2014-06-13 00:00:00,15014 42nd Ave S,Tukwila,WA 98188,USA
2014-06-13 00:00:00,24760 SE 276th Pl,Maple Valley,WA 98038,USA
2014-06-13 00:00:00,19521 SE 271st Pl,Covington,WA 98042,USA
2014-06-13 00:00:00,2500 22nd Ct NE,Issaquah,WA 98029,USA
2014-06-13 00:00:00,1128 10th Ave E,Seattle,WA 98102,USA
2014-06-13 00:00:00,2082 NW Boulder Way Dr,Issaquah,WA 98027,USA
2014-06-13 00:00:00,5115 NE 5th Pl,Renton,WA 98059,USA
2014-06-13 00:00:00,8019 NE 183rd St,Kenmore,WA 98028,USA
2014-06-14 00:00:00,9325 NE 133rd St,Kirkland,WA 98034,USA
2014-06-14 00:00:00,1901 NE 125th St,Seattle,WA 98125,USA
2014-06-14 00:00:00,14369 155th Ave NE,Woodinville,WA 98072,USA
2014-06-14 00:00:00,1498 Hillside Dr SE,Issaquah,WA 98027,USA
2014-06-14 00:00:00,1908 29th Ave S,Seattle,WA 98144,USA
2014-06-14 00:00:00,2704 NE 144th St,Seattle,WA 98125,USA
2014-06-14 00:00:00,1750 10th Ave NE,Issaquah,WA 98029,USA
2014-06-14 00:00:00,20012 79th Ave NE,Kenmore,WA 98028,USA
2014-06-15 00:00:00,4295 S 137th St,Tukwila,WA 98168,USA
2014-06-15 00:00:00,1411 112th Ave NE,Bellevue,WA 98004,USA
2014-06-15 00:00:00,834 NE 97th St,Seattle,WA 98115,USA
